PMID,sentence,gene 
31404976,Due to the almost identical sequence PTENP1 transcripts act as a bait for miRNAs sacriﬁcing themselves for allowing PTEN mRNA toescape miRNA surveillance [42],['PTEN']
31404976,These ceRNAs act as targets for PTEN-targetingmiRNAs which might drive PTEN upregulation [43],['PTEN']
31404976,PTEN Post-Translational Regulation,['PTEN']
31404976,Induced expression of a modiﬁed version of PTEN C-tail in LUAD,['PTEN']
31404976,cell line H-1299 resulted in a striking reduction of cell proliferation as compared to transduction with aWT version of PTEN,['PTEN']
31404976,Moreover upon leptin treatment which mediates phosphorylation of PTEN andtriggers the PI3K mTOR pathway cells expressing the mutated PTEN form which has compromisedphosphorylation sites proliferated with a slower rate than those with WT PTEN likely due to theinability of leptin to phosphorylate PTEN,"['PI3K', 'PTEN']"
31404976,This ﬁnding highlights the negative regulatory role thatphosphorylation events exert on the tumor suppressive function of PTEN,['PTEN']
31404976,Interestingly phosphorylatedlevels of PTEN were higher in tumor tissue and were increasing with tumor grade,['PTEN']
31404976,Although PTEN creates an antioncogenic shield above diﬀerent factors there are also guardians ofPTEN protecting its function and stability,['PTEN']
31404976,CK1α is a PTEN interacting-protein which binds to theC-terminal tail with higher aﬃnity than any other kinases GSK3B CK2 therefore preventing itsphosphorylation,['PTEN']
31404976,Moreover the interaction of CK1α and PTEN antagonized NEDD4 binding thusabrogating the NEDD4-mediated PTEN polyubiquitination,['PTEN']
31404976,Interestingly NSCLC patients with highCK1α expression had a signiﬁcantly longer survival than those with low expression and this wasobserved only in PTEN-detectable group conﬁrming the close association of PTEN with CK1α [46],['PTEN']
31404976,Another guardian of the PTEN protein is Importin-11 IPO-11  which mediates and is required forPTEN nuclear translocation,['PTEN']
31404976,Genetic perturbation of IPO-11 resulted in increased polyubiquitinationand degradation of PTEN in cytoplasm due to its insuﬃcient import to nucleus,['PTEN']
31404976,Moreover IPO-11absence or malfunction allows NEDD4 ubiquitin ligase to approach and degrade PTEN,['PTEN']
31404976,Similarly in vivo ﬁndings conﬁrm that PTEN levels are decreased in the presence of malfunctional IPO-11,['PTEN']
31404976,In analysis of human lung cancer samples a strong correlation between absent or low IPO-11 withabsent or low PTEN was reported [47],['PTEN']
31404976,Transcription factor binding sites on PTEN promoter are direct targets of p53 early growthresponse protein 1 EGR1 and peroxisome proliferator-activated receptor γ PPARγ  which triggertranscription initiation [48 49],['PTEN']
31404976,Moreover PTEN transcription is also directlyabrogated by BMI1 c-Jun and nuclear factor kappa B NFκB [52–54],"['BMI1', 'PTEN']"
31404976,EYA2 was reported upregulatedand inversely correlated with PTEN expression in lung cancer tissue and NSCLC cell lines leadingto increased lung cancer cell proliferation,['PTEN']
31404976,Deeper experiments revealed that EYA2 upregulates theexpression levels of miR-93 which in turn targets directly the 3′ UTR of PTEN downregulating itsexpression [55],['PTEN']
31404976,Interestingly pharmacological inhibition of WWP1 by a natural compoundderived from cruciferous vegetables can restore PTEN expression [56],['PTEN']
31404976,After PTEN loss in prostateepithelium TGF-β signaling emerges as a defense barrier abrogating prostate tumorigenesis,['PTEN']
31404976,These ﬁndings should trigger lung cancer-related studiesexploring novel means of PTEN regulation and potential therapeutic intervention,['PTEN']
31404976,PTEN Dysregulation Initiates Oncogenesis,['PTEN']
31404976,In numerous major cancers including NSCLC and breast cancer PTEN limited expression orcomplete absence is correlated with clinical outcome and therapy eﬃcacy [58–60],['PTEN']
31404976,Regarding lung cancer oncogenesis PTEN seems to play a role in regulation of the apical junctionalcomplexes polarized epithelial cells,['PTEN']
31404976,Smoking can induce downregulation of PTEN expression likelydue to an immune-mediated mechanism and accordingly increase mTOR Akt signaling activation in,['PTEN']
31404976,PTEN loss in epithelium of in vivo models resulted in leptin signaling initiationfollowed by epithelial hyperplasia,['PTEN']
31404976,KRAS-driven cancer progressed faster in the sensitizerbackground of PTEN null,['PTEN']
31404976,Intriguingly delivery of urocanic acid-modiﬁed chitosan-mediated PTEN gene aerosol into lung adenocarcinomaKRAS mutant in vivo models increased PTEN levels and downregulated the oncogenic mTOR Aktaxis [66],['PTEN']
31404976,PTEN as an Inhibitory Factor for Metastasis,['PTEN']
31404976,Interesting ﬁndings highlight the inhibitory role of PTEN in metastasis initiation,['PTEN']
31404976,Genetic silencingof PTEN in vitro and in vivo upregulated the EMT markers N-cadherin vimentin  together with theinduction of EMT-associated morphological modiﬁcation in PTEN-deﬁcient cells,['PTEN']
31404976,In lungcancer cells TGF-β a well-known promoter of EMT increased the phosphorylation levels of PTENwhile decreasing PTEN expression,['PTEN']
31404976,Substitution of the four-Ala on the phosphorylation region in theC-terminal domain of PTEN PTEN4A abrogated more eﬃciently TFG-β mediated EMT initiation blocking β-catenin at the cell membrane repressing cell motility in vitro and tumor growth in vivothan WT PTEN [67],['PTEN']
31404976,Moreover analysis of PTEN protein levels in a set of NSCLC in vitro modelsshowed that H1299 a cell line with EMT phenotype expressed the lowest PTEN levels,['PTEN']
31404976,PTEN Status and Clinical Implications in Lung Cancer,['PTEN']
31404976,PTEN genetic epigenetic and expression proﬁles in lung cancer and theavailable correlation with clinicopathological factors are reported in Table 2,['PTEN']
31404976,PTEN genetic epigenetic and expression proﬁle in lung cancer and correlation withclinicopathological factors,['PTEN']
31404976,positive and PTEN negativeIHC[80],['PTEN']
31404976,PTEN Genetic Status in Lung Cancer,['PTEN']
31404976,Results from diﬀerent studies are consistent regarding the low rate of PTEN genetic alterations 2–7% approximately [69–72],['PTEN']
31404976,5% 8 176 PTEN mutations on exons 5–8 with four of them described only inlung cancer,['PTEN']
31404976,EGFR-mutant NSCLC tumors concurrently harbor PTEN mutations in 6,['PTEN']
31404976,"6% 1 15 , agreeingwith TCGA where PTEN deletion or mutation was found in 5",['PTEN']
31404976,"Whole genome sequencing in plasma cellfree DNA of 24 SCLC patients detected PTEN deletion in 29% 7 24 , while blood samples from 99SCLC patients subjected to targeted mutational analysis on codons 5 p",['PTEN']
31404976,T319fs*1 of PTEN resulted negative for each of the speciﬁed [81 82],['PTEN']
31404976,In contrast SCLC plasma cellfree DNA was analyzed by NGS using a panel targeting all PTEN exons,['PTEN']
31404976,PTEN Protein Status in Lung Cancer,['PTEN']
31404976,In contrast with the low frequency of genetic alterations the prevalence of PTEN protein lossis much higher,['PTEN']
31404976,Most of the relevant studies have described PTEN protein loss in more than 40%of NSCLC cases while some of them suggested correlation with smoking status SQLC histology,['PTEN']
31404976,For example IHC analysis of PTEN in 289 NSCLC patientsand 76 healthy or benign cases reported 59,['PTEN']
31404976,94% 3 76 to be PTEN negative respectively,['PTEN']
31404976,PTEN negative cases had lymph node metastasis were usually smokers and carriedthe worst survival [74],['PTEN']
31404976,A diﬀerent cohort with 288 resected NSCLC samples reported PTEN lossin 42,['PTEN']
31404976,"4% 122 288 , signiﬁcantly correlated with SQLC histology smoking status advanced diseaseand larger tumor size as well as shorter progression-free survival PFS than the PTEN positivecases [75]",['PTEN']
31404976,In another study while decreased expression of PTEN was observed similarly in SQLCand LUAD total loss of PTEN was more common in SQLC 21% 9 43 than LUAD 4% 2 56,['PTEN']
31404976,Also PTEN loss was associated with SQLC,['PTEN']
31404976,In vitro NSCLC models harboring PTEN loss were sensitive toPI3K inhibition [77],['PTEN']
31404976,PTEN expression was reported totally absent in 41,['PTEN']
31404976,However PTEN loss was correlated with shorter disease-free survival DFS only in LUAD patients,['PTEN']
31404976,6% 7 124 showed PTEN deletionand all were PTEN negative by IHC,['PTEN']
31404976,Interestingly PTEN loss in never smokers was detected only in26% but without signiﬁcant diﬀerence from smokers [78],['PTEN']
31404976,High prevalence of PTEN expression losswas demonstrated also in a cohort of 102 NSCLC cases,['PTEN']
31404976,PTEN negative by IHC was 46,['PTEN']
31404976,The ﬁndings also suggested anegative correlation between p-AktS473 and PTEN and poor survival for p-AktS473 positive PTENnegative [80],['PTEN']
31404976,IHC analysis of more than 1000 patients in two cohorts of predominantly early stageNSCLC cases LUAD and SQLC  performed in independent laboratories conﬁrmed that cytoplasmicPI3Kβ overexpression and PTEN low or negative expression were signiﬁcantly more prevalent inSQLC than LUAD,['PTEN']
31404976,Moreover the SQLC subtype was found to be more frequently correlated withsimultaneous PI3Kβ overexpression and inverse expression of PTEN than LUAD patients,['PTEN']
31404976,This ﬁndingsuggests the potentially increased beneﬁt by using a selective PI3K isoform inhibitor especially forSQLC that completely lacks targeted therapeutic options [85],['PI3K']
31404976,500 NSCLCpatients concluded that decreased PTEN expression detected by IHC was associated with shorteroverall survival OS  DFS and PFS [86],['PTEN']
31404976,PI3K mTOR Akt Inhibition in Lung Cancer,['PI3K']
31404976,Considering the crucial role of PI3K mTOR Akt signaling in cancer initiation progression andmetastatization some inhibitors of this pathway have been tested and afterwards included in thetherapeutic strategy of various cancer types,['PI3K']
31404976,Recently the Food and Drug Administration has granted approval for the PI3K inhibitoralpelisib for hormone receptor-positive HER2-negative PIK3CA-mutated breast cancer in combinationwith fulvestrant,['PI3K']
31404976,In lung cancer several inhibitors of PI3K mTOR Akt axis have been evaluated inclinical trials as single agent and or combination therapies demonstrating relevant adverse eventswithout a solid clinical beneﬁt,['PI3K']
31404976,The main available studies as well as the ongoing clinical trials withinhibitors of PI3K mTOR Akt signaling in lung cancer are summarized in Table 3,['PI3K']
31404976,Main clinical trials with PI3K mTOR Akt inhibitors in lung cancer,['PI3K']
31404976,Gedatolisib + carbo-paclitaxel Dual PI3K andmTORC1 2I IIPretreated NSCLCOngoingNCT02920450,['PI3K']
31404976,Gedatolisib + palbociclib Dual PI3K andmTORC1 2ISquamous pretreatedNSCLCOngoingNCT03065062,['PI3K']
31404976,Additionally other mechanisms which have been associated with EGFR TKIsresistance in NSCLC patients involve PTEN loss and the activation of PI3K mTOR signaling [92],"['PI3K', 'PTEN']"
31404976,Shortlyafter another study reconﬁrmed the advent of EGFR TKI resistance in the absence of PTEN expression,['PTEN']
31404976,Geﬁtinib-resistant NSCLC in vitro models showed a signiﬁcant decrease in PTEN expression followedby upregulation of Akt phosphorylation compared to the sensitive parental cells,['PTEN']
